CUN,MAN,7793.69
MAN,JED,4957.33
JED,MAN,4957.33
MAN,VNS,7452.11
VNS,MAN,7452.11
MAN,BBI,8090.88
BBI,MAN,8090.88
MAN,BLR,8171.37
BLR,MAN,8171.37
MAN,COK,8353.38
COK,MAN,8353.38
LGW,STN,86.89
STN,LGW,86.89
LGW,KRK,1409.75
KRK,LGW,1409.75
LGW,DFW,7660.4
DFW,LGW,7660.4
LGW,JFK,5569.09
JFK,LGW,5569.09
LGW,MCO,6991.75
MCO,LGW,6991.75
LGW,MSP,6478.84
MSP,LGW,6478.84
LGW,SFO,8655.11
SFO,LGW,8655.11
LGW,NCE,1000.88
NCE,LGW,1000.88
LGW,PRG,1023.98
PRG,LGW,1023.98
LGW,GVA,714.75
GVA,LGW,714.75
LGW,RUH,4911.17
RUH,LGW,4911.17
LGW,MNL,10770.99
MNL,LGW,10770.99
LGW,AMD,6848.95
AMD,LGW,6848.95
LGW,BOM,7193.49
BOM,LGW,7193.49
LGW,HSR,6794.65
HSR,LGW,6794.65
LGW,RPR,7637.08
RPR,LGW,7637.08
LGW,CCU,7974.2
CCU,LGW,7974.2
LGW,IXC,6531.8
IXC,LGW,6531.8
LGW,LKO,7122.28
LKO,LGW,7122.28
LGW,SXR,6141.06
SXR,LGW,6141.06
LGW,PKZ,9773.3
PKZ,LGW,9773.3
LGW,COK,8196.2
COK,LGW,8196.2
LGW,IXE,7851.02
IXE,LGW,7851.02
LGW,TIR,8117.83
TIR,LGW,8117.83
LGW,TRV,8375.87
TRV,LGW,8375.87
LGW,PER,14487.38
PER,LGW,14487.38
LHR,GDN,1304.87
GDN,LHR,1304.87
LHR,CPT,9681.93
CPT,LHR,9681.93
LHR,LYS,757.54
LYS,LHR,757.54
LHR,FCO,1444.08
FCO,LHR,1444.08
LHR,JED,4748.18
JED,LHR,4748.18
LHR,MED,4526.42
MED,LHR,4526.42
LHR,AUH,5515.75
AUH,LHR,5515.75
LHR,LHE,6315.2
LHE,LHR,6315.2
LHR,TPE,9783.48
TPE,LHR,9783.48
LHR,ICN,8861.13
ICN,LHR,8861.13
LHR,MNL,10767.04
MNL,LHR,10767.04
LHR,BOM,7212.9
BOM,LHR,7212.9
LHR,IDR,7114.67
IDR,LHR,7114.67
LHR,SAG,7267.05
SAG,LHR,7267.05
LHR,HKG,9630.4
HKG,LHR,9630.4
LHR,ATQ,6327.47
ATQ,LHR,6327.47
LHR,DEL,6731.47
DEL,LHR,6731.47
LHR,PKZ,9777.65
PKZ,LHR,9777.65
LHR,BLR,8046.45
BLR,LHR,8046.45
LHR,HYD,7754.03
HYD,LHR,7754.03
LHR,MAA,8234.81
MAA,LHR,8234.81
LHR,PER,14508.17
PER,LHR,14508.17
STN,CAI,3515.12
CAI,STN,3515.12
STN,LGA,5567.55
LGA,STN,5567.55
STN,BUD,1451.34
BUD,STN,1451.34
STN,GVA,759.34
GVA,STN,759.34
STN,CUN,7989.14
CUN,STN,7989.14
STN,RUH,4909.98
RUH,STN,4909.98
STN,DXB,5459.73
DXB,STN,5459.73
STN,BHO,7121.96
BHO,STN,7121.96
STN,SAG,7218.56
SAG,STN,7218.56
STN,RML,8701.59
RML,STN,8701.59
STN,VNS,7318.61
VNS,STN,7318.61
STN,CCJ,8057.41
CCJ,STN,8057.41
STN,GOX,7517.5
GOX,STN,7517.5
STN,MEL,16849.49
MEL,STN,16849.49
AMS,ATL,7065.79
ATL,AMS,7065.79
AMS,IAH,8049.29
IAH,AMS,8049.29
AMS,SEA,7840.15
SEA,AMS,7840.15
AMS,BCN,1241.14
BCN,AMS,1241.14
AMS,AGP,1883.66
AGP,AMS,1883.66
AMS,NCE,978.86
NCE,AMS,978.86
AMS,ORY,432.72
ORY,AMS,432.72
AMS,MED,4259.56
MED,AMS,4259.56
AMS,ISB,5684.26
ISB,AMS,5684.26
AMS,KHI,5985.5
KHI,AMS,5985.5
AMS,GMP,8559.58
GMP,AMS,8559.58
AMS,MNL,10413.06
MNL,AMS,10413.06
AMS,BDQ,6610.12
BDQ,AMS,6610.12
AMS,PNQ,6973.87
PNQ,AMS,6973.87
AMS,RPR,7285.35
RPR,AMS,7285.35
AMS,RML,8398.59
RML,AMS,8398.59
AMS,IXB,7270.25
IXB,AMS,7270.25
AMS,HKG,9274.15
HKG,AMS,9274.15
AMS,ATQ,5959.09
ATQ,AMS,5959.09
AMS,HWR,6090.53
HWR,AMS,6090.53
AMS,SXR,5782.2
SXR,AMS,5782.2
AMS,BLR,7693.52
BLR,AMS,7693.52
AMS,CJB,7837.56
CJB,AMS,7837.56
AMS,GOI,7242.78
GOI,AMS,7242.78
AMS,PER,14157.5
PER,AMS,14157.5
DUB,CPH,1240.78
CPH,DUB,1240.78
DUB,ORD,5895.49
ORD,DUB,5895.49
DUB,SAN,8363.17
SAN,DUB,8363.17
DUB,FCO,1885.97
FCO,DUB,1885.97
DUB,VIE,1702.09
VIE,DUB,1702.09
DUB,MEX,8465.33
MEX,DUB,8465.33
DUB,JED,5197.15
JED,DUB,5197.15
DUB,CCU,8304.2
CCU,DUB,8304.2
DUB,GAY,7900.68
GAY,DUB,7900.68
DUB,PAT,7836.29
PAT,DUB,7836.29
DUB,LKO,7468.58
LKO,DUB,7468.58
DUB,LPQ,9392.98
LPQ,DUB,9392.98
DUB,GOI,7987.26
GOI,DUB,7987.26
DUB,MEL,17195.93
MEL,DUB,17195.93
CPH,GDN,395.27
GDN,CPH,395.27
CPH,EWR,6207.18
EWR,CPH,6207.18
CPH,CDG,1003.84
CDG,CPH,1003.84
CPH,VIE,876.64
VIE,CPH,876.64
CPH,AUH,4853.72
AUH,CPH,4853.72
CPH,MCT,5136.01
MCT,CPH,5136.01
CPH,MNL,9787.6
MNL,CPH,9787.6
CPH,AMD,6038.86
AMD,CPH,6038.86
CPH,BDQ,6141.19
BDQ,CPH,6141.19
CPH,HSR,6003.19
HSR,CPH,6003.19
CPH,IMF,7219.8
IMF,CPH,7219.8
CPH,VTZ,7174.55
VTZ,CPH,7174.55
CPH,JAI,5907.98
JAI,CPH,5907.98
CPH,TIR,7316.33
TIR,CPH,7316.33
CPH,TRV,7632.22
TRV,CPH,7632.22
CPH,SIN,9967.64
SIN,CPH,9967.64
CPH,PER,13694.47
PER,CPH,13694.47
CPH,SYD,16042.59
SYD,CPH,16042.59
OSL,KRK,1250.58
KRK,OSL,1250.58
OSL,ATL,7099.4
ATL,OSL,7099.4
OSL,DFW,7788.2
DFW,OSL,7788.2
OSL,DTW,6263.5
DTW,OSL,6263.5
OSL,EWR,5933.36
EWR,OSL,5933.36
OSL,IAH,7987.44
IAH,OSL,7987.44
OSL,LYS,1656.7
LYS,OSL,1656.7
OSL,MEX,9195.58
MEX,OSL,9195.58
OSL,CUN,8416.26
CUN,OSL,8416.26
OSL,RUH,4770.1
RUH,OSL,4770.1
OSL,AMM,3656.48
AMM,OSL,3656.48
OSL,PEW,5168.28
PEW,OSL,5168.28
OSL,ICN,7668.51
ICN,OSL,7668.51
OSL,MNL,9666.96
MNL,OSL,9666.96
OSL,ISK,6585.12
ISK,OSL,6585.12
OSL,PNQ,6732.37
PNQ,OSL,6732.37
OSL,RPR,6910.69
RPR,OSL,6910.69
OSL,GAU,6993.64
GAU,OSL,6993.64
OSL,IXR,6907.97
IXR,OSL,6907.97
OSL,LKO,6342.71
LKO,OSL,6342.71
OSL,HYD,7104.72
HYD,OSL,7104.72
OSL,TRV,7869.26
